名稱,代號,2024配息率,2023配息率,2022配息率,2021配息率,平均配息率,23Q1營收,23Q1EPS,23Q2營收,23Q2EPS,23Q3營收,23Q3EPS,23Q4營收,23Q4EPS,2023EPS,股價,24Q1營收,24Q1EPS,24Q2營收,24Q2EPS,24Q3營收,24Q3EPS,10月營收,11月營收,12月營收
旭暉應材,"=""6698""",0.0,0.0,0.0,714.0,178.5,2.75,-0.7,2.75,-0.37,2.52,0.15,3.19,-0.39,-1.3,34.85,2.17,-0.29,1.89,-0.38,2.06,-0.29,0.61,0.99,1.18
軒郁,"=""6703""",79.5,48.5,73.9,110.0,77.975,5.08,2.7,6.55,3.48,7.81,3.97,10.3,4.54,14.66,148.5,8.05,3.46,9.95,3.46,7.85,1.1,2.73,5.13,2.12
惠特,"=""6706""",0.0,27.6,71.5,78.1,44.3,3.95,-0.78,4.07,-1.05,2.71,-0.11,2.61,-3.19,-5.13,103.0,1.8,-0.98,1.69,-1.67,2.13,-1.36,1.1,1.21,1.36
天擎,"=""6708""",-38.8,68.7,58.1,124.0,53.0,0.34,-0.53,0.5,-0.07,0.61,-0.01,0.51,-0.43,-1.03,49.85,0.32,-0.25,0.59,0.22,0.58,-0.23,0.16,0.16,0.16
長聖,"=""6712""",82.9,67.6,83.3,0.0,58.45,1.17,1.54,1.6,0.62,2.27,3.36,2.55,1.32,7.24,177.5,1.63,0.3,1.78,1.43,2.48,0.23,0.99,1.23,1.27
嘉基,"=""6715""",51.8,47.5,59.0,52.4,52.675,6.7,1.6,5.83,1.44,6.22,2.26,5.8,1.08,6.38,152.0,5.56,1.66,5.58,1.49,5.81,1.35,2.08,1.7,1.71
應廣,"=""6716""",100.0,60.2,65.1,73.9,74.8,1.71,-0.18,2.63,0.54,2.83,0.84,3.4,0.77,2.0,81.5,3.19,1.44,3.5,1.87,3.04,0.64,0.79,1.08,1.18
力智,"=""6719""",316.0,67.1,47.6,23.9,113.65,7.14,-0.28,7.96,0.3,7.22,0.49,8.06,0.11,0.63,223.0,8.46,1.41,9.22,1.07,9.95,0.2,3.32,3.03,3.01
久昌,"=""6720""",85.7,10.5,64.2,95.2,63.900000000000006,0.66,0.14,0.91,0.4,0.99,0.58,1.05,0.89,1.96,168.0,1.15,1.58,1.46,1.72,1.22,1.42,0.42,0.44,0.41
信實,"=""6721""",78.1,77.9,65.4,73.1,73.625,7.07,0.73,7.53,0.98,7.6,0.72,7.63,0.91,3.33,59.8,7.94,0.79,8.34,1.27,8.26,1.43,2.82,2.77,3.07
亞泰金屬,"=""6727""",43.5,45.0,52.2,62.2,50.725,3.43,1.29,3.25,0.99,3.55,1.64,2.88,0.7,4.6,80.2,3.67,1.82,3.96,2.23,3.64,0.57,1.53,1.05,1.19
上洋,"=""6728""",48.5,73.5,76.7,80.5,69.8,6.11,2.19,7.59,2.62,6.5,1.86,7.13,3.61,10.28,128.0,6.37,1.58,9.21,3.54,9.7,3.13,3.23,2.99,3.61
昇佳電子,"=""6732""",90.5,87.1,88.3,78.1,86.0,8.72,2.16,11.1,3.21,12.1,4.29,13.5,4.15,13.81,233.0,12.7,4.41,11.3,2.37,13.2,2.08,4.28,4.09,3.88
博晟生醫,"=""6733""",0.0,0.0,0.0,0.0,0.0,0.11,-0.46,0.38,-0.26,0.21,-0.36,0.4,-0.27,-1.3,32.9,0.36,-0.09,0.37,-0.28,0.44,-0.25,0.17,0.14,0.2
美達科技,"=""6735""",90.9,86.6,72.7,74.2,81.1,0.35,-0.34,0.43,-0.11,0.45,0.09,1.14,0.68,0.33,55.0,1.2,0.69,1.02,0.8,0.7,0.28,0.2,0.24,0.25
竹陞科技,"=""6739""",78.8,58.0,0.0,0.0,34.2,0.68,0.88,0.59,0.5,0.52,0.58,0.76,0.68,2.56,200.5,0.73,0.88,1,1.6,1.1,1.77,0.41,0.42,0.44
91APP*-KY,"=""6741""",28.2,24.7,19.0,0.0,17.975,3.24,0.64,3.25,0.84,3.24,0.97,4.17,0.92,3.37,85.9,3.72,1.02,3.84,1.0,3.81,0.88,1.29,1.95,1.58
澤米,"=""6742""",286.0,38.0,0.0,0.0,81.0,1.67,0.21,1.12,0.34,1.21,0.05,1.46,-0.1,0.42,73.0,1.43,0.02,1.8,0.12,1.88,-0.06,0.56,0.53,0.51
安普新,"=""6743""",-1000.0,100.0,-152.0,37.3,-253.675,8.75,-0.15,10.4,0.03,10.2,0.02,9.27,0.06,-0.05,41.05,11.4,-0.26,18.1,0.72,24.5,1.79,6.06,3.98,4.74
亨泰光,"=""6747""",65.2,86.1,86.7,94.6,83.15,1.96,2.22,1.57,1.58,2.35,3.77,1.6,0.66,8.24,124.0,1.9,2.05,1.67,1.2,2.29,1.88,0.62,0.56,0.62
智聯服務,"=""6751""",65.1,74.1,86.1,76.1,75.35,4.2,1.13,4.18,0.85,4.6,0.58,4.41,0.58,3.07,53.0,4,0.06,4.79,0.77,3.88,-0.44,1.86,1.42,2.1
叡揚,"=""6752""",48.9,45.3,46.8,45.1,46.525,3.56,1.14,3.84,1.36,3.91,1.41,4.59,2.23,6.14,123.0,3.76,0.82,4.1,1.78,4.47,1.71,1.58,1.59,1.86
龍德造船,"=""6753""",20.3,34.1,9.36,28.9,23.165,15.2,1.54,9.78,0.77,12.4,0.91,12.5,2.26,5.43,103.0,11.4,2.37,12.7,2.01,9.96,0.85,4.18,5.51,7.42
匯僑設計,"=""6754""",82.4,70.7,99.4,81.6,83.525,7.89,0.57,9.94,0.41,13.6,2.02,15.1,1.25,4.25,64.6,11.4,0.9,13.7,2.43,14.3,1.67,4.53,4.03,3.67
威鋒電子,"=""6756""",76.3,70.9,84.3,85.1,79.15,3.74,0.22,5.92,1.15,5.58,1.12,5.12,0.13,2.62,120.0,3.92,0.73,4.95,0.75,4.47,0.42,1.2,1.16,1.31
台灣虎航,"=""6757""",0.0,0.0,0.0,0.0,0.0,25.9,1.07,28.9,0.8,35.8,1.3,34.2,1.13,4.27,86.7,42.5,1.92,39.7,1.5,44.2,2.1,13.03,11.84,13.0
穩得,"=""6761""",98.9,63.0,67.9,69.4,74.80000000000001,4.34,1.03,4.23,0.82,4.37,1.1,4.49,1.13,4.04,88.9,4.94,1.49,5.19,2.17,5.02,1.86,1.69,1.75,1.62
達亞,"=""6762""",6.04,15.1,49.7,75.0,36.46,1.57,1.41,1.39,1.34,1.07,0.41,1.06,0.08,3.31,271.5,1,-0.1,1.38,0.75,1.66,0.15,0.54,0.62,0.62
綠界科技*,"=""6763""",9.94,48.6,38.7,66.3,40.885000000000005,3.82,5.09,3.76,5.15,3.88,5.53,4.03,5.91,21.66,64.1,3.86,4.72,3.77,4.33,4.11,0.52,1.37,1.4,1.52
台微醫,"=""6767""",0.0,0.0,0.0,0.0,0.0,0.66,0.4,0.7,0.24,0.75,-0.35,0.72,-0.24,0.05,34.15,0.75,-0.51,0.76,-0.31,0.9,-0.33,0.31,0.32,0.31
志強-KY,"=""6768""",137.0,54.2,102.0,128.0,105.3,33.7,0.23,38.6,1.28,29.5,0.42,40.3,0.85,2.78,124.0,40.1,1.73,49.4,2.29,42.9,1.76,20.94,16.8,14.31
力積電,"=""6770""",0.0,12.8,27.1,49.1,22.25,114.0,0.05,110.0,0.15,104.0,-0.08,112.0,-0.51,-0.4,18.15,108.0,-0.11,111.0,-0.47,117.0,-0.69,39.14,37.16,35.02
平和環保-創,"=""6771""",59.7,76.9,77.2,77.9,72.92500000000001,1.48,0.98,1.51,1.05,1.5,1.35,1.59,1.38,4.76,54.0,1.51,1.06,1.58,0.9,1.58,1.03,0.5,0.59,0.59
展碁國際,"=""6776""",69.2,68.8,74.8,76.0,72.2,51.9,1.06,60.7,1.29,55.4,1.23,59.9,1.49,5.06,58.4,55.1,1.07,60.3,1.02,65.8,1.01,25.33,25.82,22.29
AES-KY,"=""6781""",50.3,50.4,49.7,37.4,46.95,29.2,7.19,23.7,5.15,22.5,5.23,24.9,5.48,23.04,1240.0,23.1,5.41,21.7,5.22,23.7,6.27,9.52,10.51,11.87
視陽,"=""6782""",29.1,77.8,36.8,,35.925,5.26,0.62,5.36,0.9,6.48,1.58,6.89,1.68,4.79,162.0,8.16,2.7,9.05,2.29,10.4,3.15,3.89,2.74,2.46
昱展新藥,"=""6785""",22.4,0.0,0.0,0.0,5.6,,-0.29,,-0.17,0.01,0.03,4.68,7.15,6.71,125.5,,0.19,,-0.05,0.06,-0.22,0.0,0.0,0.0
華景電,"=""6788""",76.7,79.4,70.6,77.1,75.95,3.46,2.39,2.62,1.32,4.38,2.65,3.25,1.46,7.82,222.5,3.68,2.17,5.36,3.89,6.56,3.94,2.06,1.87,2.0
采鈺,"=""6789""",88.4,34.5,25.2,27.7,43.95,15.9,0.24,19.4,0.57,18.3,0.21,18.8,0.1,1.13,327.5,21.1,0.57,24.5,1.34,27.5,1.82,9.05,8.56,9.27
永豐實,"=""6790""",82.9,90.2,70.8,65.4,77.32500000000002,24.9,0.44,24.9,0.84,25.7,1.11,27.1,1.23,3.62,41.95,26,0.93,27.2,0.71,28.3,0.54,9.21,8.44,9.76
虎門科技,"=""6791""",89.6,82.2,89.8,86.0,86.9,1.28,0.92,1.38,1.0,1.59,0.99,1.78,0.96,3.87,150.0,1.47,1.24,1.56,1.03,1.83,1.2,0.59,0.5,0.8
詠業,"=""6792""",86.1,88.0,83.3,87.3,86.175,3.1,0.89,3.62,1.11,4.13,1.61,2.96,0.57,4.18,59.9,3.05,0.54,3.08,0.47,3.27,0.34,1.04,1.02,0.84
向榮生技-創,"=""6794""",0.0,0.0,0.0,0.0,0.0,0.04,-0.36,0.08,-0.3,0.05,-0.49,0.08,-0.46,-1.56,68.7,0.03,-0.57,0.04,-0.45,0.15,-0.23,0.03,0.02,0.06
晉弘,"=""6796""",81.7,81.7,69.7,66.4,74.875,1.22,0.39,1.42,0.86,1.22,0.5,1.5,0.47,2.2,87.4,0.97,-0.3,1.23,0.07,1.04,-0.65,0.49,0.5,1.16
來頡,"=""6799""",0.0,53.1,22.7,13.4,22.3,2.19,0.97,2.57,1.48,2.83,1.5,2.64,1.47,5.42,97.9,2.22,0.97,2.42,0.7,2.21,0.55,0.78,0.74,0.69
崑鼎,"=""6803""",88.5,90.6,90.8,87.4,89.32499999999999,18.4,4.01,19.4,4.61,20.7,4.65,17.8,3.1,16.36,287.0,19.5,4.15,21,4.6,22.9,4.89,7.05,6.94,7.81
明係,"=""6804""",71.8,44.7,32.1,43.4,48.0,8.84,1.29,9.61,1.48,8.04,1.04,7.14,-0.05,3.62,27.6,4.43,0.12,5.86,0.12,5.67,0.7,0.88,1.52,1.15
富世達,"=""6805""",54.0,89.5,48.4,6.76,49.665,8.87,1.26,14.2,2.95,15.6,3.27,17.8,2.85,10.18,696.0,17.1,3.27,17.2,3.74,19.9,4.87,9.1,10.07,8.52
森崴能源,"=""6806""",49.1,43.9,26.5,35.0,38.625,13.9,0.26,19,0.35,26.9,0.56,52.7,1.78,2.94,112.0,23.3,0.46,42.5,0.64,33.4,0.77,30.11,27.66,39.29
峰源-KY,"=""6807""",59.0,57.6,50.3,,41.725,8.35,0.24,8.67,1.59,10.3,1.31,10.2,1.27,4.41,80.1,9.95,1.75,11.7,2.06,14,2.31,4.95,4.82,4.64
宏碁資訊,"=""6811""",70.2,66.1,70.6,55.1,65.5,18.1,2.88,22.3,3.33,17.9,3.29,17.2,2.6,12.1,261.0,21.7,3.45,23.6,3.68,21.8,3.38,6.72,4.47,9.47
聯寶,"=""6821""",92.3,89.3,98.2,104.0,95.95,1.45,0.46,1.36,0.54,1.34,0.46,1.39,0.24,1.69,43.05,1.15,0.16,1.27,0.28,1.62,0.21,0.6,0.54,0.49
濾能,"=""6823""",0.0,46.4,37.1,7.17,22.6675,1.74,0.23,1.18,-0.14,0.9,-2.06,0.9,0.88,-1.09,65.5,0.88,-1.4,1.39,-1.76,0.98,-2.28,0.32,0.37,0.55
千附精密,"=""6829""",85.5,88.4,70.6,,61.125,3.07,0.7,3.51,0.95,3.73,1.48,3.2,0.37,3.51,130.0,3.13,1.09,4.05,1.76,3.49,0.84,1.01,1.73,1.85
汎銓,"=""6830""",80.5,82.5,72.5,61.7,74.3,4.08,0.77,5.04,1.73,5,1.54,4.69,1.54,5.59,172.0,4.35,-0.2,5.09,0.87,5.19,0.28,1.61,1.68,1.75
天二科技,"=""6834""",0.0,87.3,71.1,78.4,59.2,2.19,-0.4,2.32,-0.34,2.7,0.11,2.22,-0.45,-1.09,30.05,2.56,0.05,3.33,0.32,3.48,0.2,0.92,1.27,1.13
圓裕,"=""6835""",56.0,49.4,73.5,67.0,61.475,5.3,0.57,4.97,0.76,5.97,1.23,5.74,1.01,3.57,40.65,5.75,0.96,5.95,0.98,6.41,0.44,2.03,2.16,2.07
台新藥,"=""6838""",0.0,0.0,0.0,,0.0,0.0,-0.74,0.31,-0.46,0.01,-1.08,0.0,-0.34,-2.59,34.05,1.28,-0.15,0.05,-0.72,0.04,-0.37,0.03,0.02,0.0
東研信超,"=""6840""",0.0,46.5,46.3,61.0,38.45,1.76,-0.26,1.77,-0.08,1.68,-0.69,1.81,-1.13,-2.16,49.95,1.88,0.53,2.19,0.4,2.27,-0.15,0.73,0.68,0.63
長佳智能,"=""6841""",-227.0,130.0,0.0,,-24.25,0.12,0.03,0.16,-0.01,0.2,-0.46,0.46,0.01,-0.44,82.3,0.55,-0.19,0.91,0.12,0.86,0.02,0.35,0.39,0.33
進典,"=""6843""",61.6,56.7,81.6,92.6,73.125,2.32,1.15,2.57,1.17,2.15,0.88,2.49,0.86,4.06,50.6,1.69,0.38,2,0.55,1.93,0.62,0.65,0.59,0.57
諾貝兒,"=""6844""",98.2,82.8,79.6,,65.15,9.44,2.4,9.15,1.68,8.83,1.05,8.6,1.26,6.21,139.0,8.43,0.74,8.55,0.73,8.46,0.68,2.76,2.79,3.01
綠茵,"=""6846""",69.4,64.9,150.0,,71.075,1.9,1.27,1.98,1.26,1.93,1.14,2.21,1.42,5.04,79.8,2.26,1.57,1.91,0.93,2.1,1.08,0.68,0.85,0.93
錼創科技-KY創,"=""6854""",0.0,0.0,0.0,,0.0,0.97,-1.42,2.48,-1.35,3.53,-0.82,2.45,-1.2,-4.78,214.5,2.06,-0.8,3.23,-0.29,5.25,0.55,2.34,3.22,1.58
數泓科,"=""6855""",55.6,69.6,74.9,38.4,59.625,1.13,1.11,1.14,1.78,1.31,2.46,1.22,0.68,6.29,152.0,1.53,3.0,1.55,2.42,1.47,1.86,0.5,0.7,0.46
鑫傳,"=""6856""",93.3,81.5,84.3,,64.775,1.01,1.14,0.93,0.91,0.96,1.1,1.07,1.04,4.09,62.3,1.03,0.98,1.21,1.39,1.83,0.99,0.75,0.78,0.8
伯特光,"=""6859""",77.8,28.6,27.7,,33.525,2,0.68,2.98,2.3,1.72,1.14,1.22,-1.27,2.57,204.0,1.34,0.91,1.8,0.81,1.8,0.19,0.49,0.7,0.69
睿生光電,"=""6861""",36.7,23.1,18.2,,19.5,4.76,0.82,4.51,1.31,4.06,0.78,5.05,0.16,3.0,61.2,4.58,0.51,5.1,1.51,4.84,0.75,1.61,1.72,2.04
三集瑞-KY,"=""6862""",45.5,,,,11.375,3.76,1.97,3.58,2.59,4.17,3.29,4.43,1.29,9.02,157.5,5.28,3.31,4.98,2.77,6.17,2.42,1.88,2.1,1.61
永道-KY,"=""6863""",48.6,38.2,,,21.700000000000003,5.87,1.51,5.73,1.7,6.55,1.17,8.7,1.83,6.17,282.5,9.01,2.54,11.7,3.04,11.5,2.29,3.72,4.67,5.52
偉康科技,"=""6865""",81.6,69.5,54.2,,51.325,1.17,0.33,1.14,0.98,1.22,0.45,1.65,0.2,1.96,64.0,1.18,0.14,1.21,0.54,1.21,0.47,0.36,0.47,0.76
雲豹能源,"=""6869""",60.5,49.6,8.7,,29.7,9.39,0.72,20.2,2.81,26,4.1,12.3,1.12,8.77,164.0,10,-0.02,10.1,1.11,6.19,0.05,4.08,2.68,4.83
騰雲,"=""6870""",82.5,86.7,69.0,8.85,61.7625,1.13,0.47,1.35,1.11,1.47,1.36,1.43,1.06,4.0,199.0,1.28,0.58,1.44,0.86,1.82,1.3,0.7,0.73,0.69
泓德能源,"=""6873""",48.2,48.9,66.2,,40.825,5.98,0.82,14.5,1.43,9.76,0.9,28.2,5.15,8.36,191.0,8.84,0.46,12.7,1.1,38.5,4.1,9.49,12.79,18.96
倍力,"=""6874""",93.4,79.0,23.9,30.2,56.625,5.7,1.4,4.99,1.08,2.37,0.65,2.93,0.94,4.07,90.5,6.92,1.4,5.63,1.17,2.97,0.77,0.63,0.9,0.68
國邑*,"=""6875""",0.0,,0.0,,0.0,0.0,-0.57,0.0,-0.61,3.14,2.03,0.0,-0.76,0.07,54.3,0.0,-0.45,0.1,-0.45,0.41,-0.7,1.13,0.0,0.04
鏵友益,"=""6877""",0.0,84.3,8.4,,23.175,0.83,0.41,0.73,-0.09,1.37,0.03,0.39,-0.85,-0.52,77.9,0.81,0.08,1.34,0.95,1.0,-0.1,0.25,0.77,0.64
潤德,"=""6881""",82.0,98.0,96.2,,69.05,2.57,1.4,3.44,2.81,4.34,3.88,4.87,2.88,10.97,233.0,4.19,3.16,4.58,3.42,5.38,4.55,1.91,2.06,1.94
全福生技,"=""6885""",0.0,0.0,0.0,,0.0,,-1.01,,-0.71,0.0,-2.07,0.0,-3.28,-6.84,28.65,,-0.33,,-0.81,0.0,-0.61,0.0,0.0,0.0
來億-KY,"=""6890""",70.5,,,,17.625,55.2,0.17,75.9,1.22,67,2.12,82,2.75,6.26,471.5,77.7,3.36,97.7,4.72,93,3.2,35.9,37.56,35.06
衛司特,"=""6894""",82.7,75.1,73.8,,57.900000000000006,1.77,1.84,1.55,1.63,1.94,2.21,2.5,2.26,7.86,187.0,2.22,2.28,2.11,2.26,2.44,2.04,0.82,1.08,1.13
宏碩系統,"=""6895""",81.5,94.0,85.6,,65.275,1.07,0.73,1.09,0.82,0.85,0.29,1.1,0.91,2.7,182.0,0.71,0.34,0.88,0.34,0.98,0.64,0.31,0.55,0.7
創為精密,"=""6899""",78.0,93.6,0.0,,42.9,2.9,1.4,2.45,0.83,2.55,1.62,2.52,0.68,4.53,51.4,2.23,0.93,2.28,0.85,2.57,0.74,0.69,0.75,0.88
鑽石投資,"=""6901""",0.0,15.9,,,3.975,0.07,-0.04,-14.1,-2.26,-12.6,-1.71,2.14,0.25,-3.32,31.1,-7.74,-0.95,-0.91,-0.16,-7.57,-0.95,-5.65,-1.61,1.18
GOGOLOOK-創,"=""6902""",0.0,0.0,,,0.0,1.82,0.06,1.9,0.35,1.88,0.44,2.1,-0.67,0.16,116.5,2.07,0.36,1.96,-0.33,2.1,-1.16,0.71,0.91,0.86
巨漢,"=""6903""",68.5,52.6,,,30.275,8.29,5.62,6.84,3.35,6.7,3.42,6.85,3.23,13.54,127.0,8.1,3.19,9.38,2.93,5.75,1.68,1.53,1.73,2.38
伯鑫,"=""6904""",40.2,33.8,,,18.5,1.97,1.75,2.25,2.51,2.49,3.47,2.44,2.56,10.21,143.5,2.25,2.45,2.34,2.44,2.24,2.3,0.62,0.71,0.74
現觀科,"=""6906""",83.3,89.5,,,43.2,0.73,0.57,0.48,-0.07,1.13,1.32,1.37,1.78,3.6,134.0,0.77,0.56,0.67,0.2,1.04,0.93,0.47,0.53,0.46
鴻呈,"=""6913""",65.6,41.3,43.2,,37.525,5.35,1.64,3.7,0.49,4.61,0.63,4.49,0.29,3.05,121.0,4.2,0.64,5.19,1.04,5.72,1.12,2.16,2.24,2.12
阜爾運通,"=""6914""",49.9,50.6,,,25.125,10,2.46,10.2,2.1,11,2.25,11.5,2.3,9.11,120.0,11.1,2.06,11.4,1.75,11.9,1.46,3.83,4.1,4.8
華凌,"=""6916""",78.9,18.7,,,24.4,7.02,0.51,5.55,0.35,5.02,0.62,4.71,-0.08,1.33,22.85,4.68,0.05,5.08,0.01,5.67,0.17,1.51,1.75,1.64
康霈*,"=""6919""",0.0,,,,0.0,0.04,-0.77,0.12,-2.7,0.09,-0.89,0.15,-0.95,-3.94,702.0,0.04,-1.57,0.08,-1.27,0.23,-0.99,0.0,0.09,0.0
宸曜,"=""6922""",79.2,70.0,63.8,,53.25,2.88,1.4,2.45,0.99,2.52,1.78,2.7,0.41,4.51,212.0,3.39,2.25,3.52,1.97,3.5,1.59,1.43,1.24,1.37
中台,"=""6923""",94.2,90.1,,,46.075,2.87,1.01,2.79,0.81,2.55,0.45,4.51,0.81,3.08,75.5,4.4,0.88,5.59,1.68,4.02,1.43,0.95,1.02,1.19
榮惠-KY創,"=""6924""",63.4,,,,15.85,,,,,3.62,1.22,3.6,1.64,6.31,89.5,,,,,4.78,3.77,1.69,1.41,1.63
攸泰科技,"=""6928""",29.1,16.0,,,11.275,7.4,0.3,8.45,0.74,12.6,1.95,8.82,0.45,3.44,64.5,5.17,0.33,5.73,-0.46,4.5,-0.33,1.35,2.12,1.36
佑全,"=""6929""",73.2,0.0,0.0,,18.3,7.72,0.48,7.65,-0.16,7.74,-0.1,8.12,0.15,0.37,37.6,8.18,0.27,8.24,-0.08,8.13,-0.47,2.63,2.72,2.79
AMAX-KY,"=""6933""",43.2,0.0,,,10.8,15.9,1.81,15.1,2.26,14.4,0.78,15.4,2.11,6.88,208.5,12.7,1.59,14.7,0.32,11,0.09,5.11,4.76,6.68
天虹,"=""6937""",39.8,17.7,,,14.375,4.09,0.64,3.9,0.51,5.38,1.47,6.55,2.41,5.02,319.0,5.1,1.25,4.96,1.39,5.64,1.23,1.2,1.23,7.76
沛爾生醫-創,"=""6949""",0.0,,,,0.0,0.05,-1.34,0.05,-2.76,0.05,-2.65,0.03,-2.13,-8.62,79.0,0.05,-1.56,0.05,-1.78,0.05,-1.76,0.01,0.02,0.02
青新-創,"=""6951""",90.0,56.8,,,36.7,1.09,0.61,1.2,0.4,1.24,0.63,1.34,0.97,2.61,68.0,1.31,0.73,1.58,1.0,2.08,1.63,0.72,0.69,0.6
大武山,"=""6952""",81.3,34.4,,,28.925,2.23,-0.46,2.45,0.18,3.19,0.69,3.62,0.83,1.23,49.6,3.38,0.72,2.88,0.23,2.99,0.29,1.03,0.96,0.94
家碩,"=""6953""",53.8,16.8,,,17.65,2.94,1.9,3.51,2.95,3.71,3.06,1.91,0.45,8.36,217.5,3.31,1.87,3.62,1.86,3.07,2.3,1.07,0.96,0.99
邦睿生技-創,"=""6955""",13.2,,,,3.3,0.34,0.17,0.3,0.19,0.44,0.46,0.51,0.62,1.51,142.5,0.48,0.83,0.55,0.84,0.57,0.71,0.17,0.21,0.24
裕慶-KY,"=""6957""",71.8,,,,17.95,14.9,8.21,7.08,3.07,11,6.63,5.66,0.26,18.11,209.5,9.84,4.57,8.42,2.23,10.5,1.51,2.73,2.11,6.59
日盛台駿,"=""6958""",68.0,68.3,,,34.075,25.2,0.52,24.9,0.53,27.6,0.37,28.4,0.05,1.47,24.25,29.2,0.31,28.5,0.5,30.2,0.41,9.7,9.69,9.49
ITH-KY,"=""6962""",30.9,,,,7.725,,,,,61.1,1.64,58.8,-0.52,3.5,52.2,,,,,58.7,0.59,19.16,18.17,16.09
汎瑋材料,"=""6967""",76.8,,,,19.2,2.95,0.55,3.54,1.82,3.66,1.67,3.2,0.53,4.56,51.9,2.93,0.92,3.63,0.92,3.8,0.88,0.92,0.99,1.15
萬達寵物,"=""6968""",46.1,34.0,,,20.025,6.13,0.89,6.19,0.48,6.37,0.3,6.74,0.58,2.17,58.8,7.1,0.92,6.86,0.5,7.19,0.21,2.36,2.61,2.65
成信實業*-創,"=""6969""",0.0,,,,0.0,,,,,0.35,-0.54,0.28,-0.91,-2.74,41.75,,,,,0.44,-0.57,0.22,0.23,0.38
大井泵浦,"=""6982""",77.3,,,,19.325,3.14,0.29,4,1.13,3.48,0.42,3.43,0.24,2.07,71.4,3.64,0.66,4.49,1.15,4.14,0.8,1.14,1.26,1.45
威力暘-創,"=""6988""",3500.0,,,,875.0,1.98,-0.13,2.39,0.34,2.12,-0.15,1.64,-0.05,0.01,29.55,2.45,0.21,2.07,0.15,2.25,0.21,0.75,0.76,0.57
力領科技,"=""6996""",87.9,,,,21.975,6.05,2.43,6.44,2.7,6.96,3.59,7.12,3.3,11.74,223.5,6.82,3.58,7.79,4.56,7.84,4.34,2.32,2.58,2.34
博弘,"=""6997""",88.3,,,,22.075,11.7,1.25,11.5,0.99,12,1.56,12.3,0.86,4.6,123.5,9.43,1.66,10.1,2.13,10.3,1.42,3.35,3.41,3.39
邑錡,"=""7402""",108.0,53.2,63.9,66.7,72.95,0.97,0.01,1.77,0.72,1.54,0.6,1.14,0.03,1.38,78.3,1.26,0.43,1.41,0.63,1.21,0.11,0.44,0.4,0.36
意德士,"=""7556""",53.1,52.7,51.9,53.0,52.675,1.31,1.33,1.3,1.24,1.28,1.02,1.28,1.0,4.71,163.5,1.39,1.19,1.53,1.42,1.72,1.74,0.47,0.6,0.55
樂意,"=""7584""",67.3,78.6,12.2,14.6,43.17499999999999,1.64,4.48,1.39,1.12,1.51,0.64,1.25,-0.31,5.94,74.6,1.51,1.4,2.56,0.42,3.24,2.66,0.93,0.95,0.82
銳澤,"=""7703""",77.1,,,,19.275,4.82,2.84,5.13,3.43,4.08,1.6,3.76,2.19,9.08,162.5,3.84,2.0,4.66,1.27,4.69,1.53,1.82,2.15,2.36
明遠精密,"=""7704""",78.9,,,,19.725,1.52,0.86,2.22,1.17,1.85,1.08,1.69,0.53,3.55,74.0,1.83,0.74,2.05,1.12,1.86,0.64,0.76,0.65,0.45
三商餐飲,"=""7705""",103.0,,,,25.75,14.2,0.95,14.2,1.04,15,1.95,14.2,-0.84,3.11,68.5,15.3,1.24,16,1.85,16.6,1.1,5.04,4.89,5.49
全家餐飲,"=""7708""",58.0,,,,14.5,5.46,1.25,5.34,0.4,5.7,1.34,5.26,1.17,4.31,91.5,5.63,1.42,5.83,1.37,6.35,1.79,1.92,1.95,2.12
博盛半導體,"=""7712""",33.6,0.0,,,8.4,3.42,1.2,3.09,0.81,3.59,2.39,3.2,0.18,4.47,239.5,3.3,2.86,3.83,2.29,3.51,1.68,1.04,1.17,1.19
LINEPAY,"=""7722""",0.0,,,,0.0,11.5,2.18,11.9,1.78,12.3,2.24,13.5,1.94,8.09,701.0,14.6,3.46,14.8,2.65,15.9,1.87,5.57,5.92,6.17
台通,"=""8011""",0.0,0.0,0.0,0.0,0.0,4.07,0.09,4.13,0.01,5.3,0.0,6.84,0.0,0.09,22.5,7.41,0.25,7.8,0.4,4.81,0.13,1.48,1.42,2.07
矽創,"=""8016""",77.4,73.1,64.0,65.0,69.875,36,2.48,44.1,4.93,42,4.51,45.1,3.59,15.5,210.0,41.5,3.62,43.8,4.43,46.8,3.87,15.28,15.22,15.67
尖點,"=""8021""",-320.0,85.5,73.1,79.8,-20.4,6.17,0.11,6.13,-0.87,7.37,0.24,7.82,0.25,-0.25,32.4,7.36,0.15,8.9,0.48,9.62,0.48,3.15,3.14,3.23
佑華,"=""8024""",0.0,90.9,83.3,0.0,43.55,0.55,-0.28,0.78,-0.02,0.55,-0.07,0.51,-0.49,-0.86,16.8,0.49,-0.34,0.77,-0.17,0.51,-0.46,0.12,0.18,0.17
鈦昇,"=""8027""",157.0,50.8,60.8,59.4,82.0,4.11,0.17,2.82,-0.24,4.23,0.36,4.34,0.04,0.32,81.1,2.88,-0.29,5.04,0.31,4.22,-0.38,1.1,1.51,1.7
昇陽半導體,"=""8028""",89.1,82.9,47.6,58.8,69.6,8.52,0.4,9.34,0.87,7.88,0.76,7.54,0.01,2.02,125.5,7.35,0.36,8.28,0.6,9.38,0.73,3.45,3.52,3.54
